startTime,Open,High,Low,Close,Volume,Turnover
1706763900000,42013.5,42015,42009.5,42012.5,394397,9.38741914
1706763960000,42012.5,42021,42008.5,42011.5,204969,4.87889507
1706764020000,42011.5,42012.5,41985.5,41988,346443,8.24934971
1706764080000,41988,41988,41984.5,41987,182880,4.35577164
1706764140000,41987,42035,41986.5,42025,533991,12.70964065
1706764200000,42025,42036,42024.5,42024.5,591228,14.06702935
1706764260000,42024.5,42029,42016,42023.5,168427,4.00790463
1706764320000,42023.5,42046.5,42023.5,42046.5,463533,11.02644957
1706764380000,42046.5,42049.5,42046,42049.5,60212,1.43201654
1706764440000,42049.5,42110.5,42049.5,42107.5,1085794,25.80046806
1706764500000,42107.5,42132.5,42105.5,42132.5,893108,21.20559083
1706764560000,42132.5,42132.5,42123.5,42124.5,611757,14.52140085
1706764620000,42124.5,42124.5,42107.5,42107.5,678416,16.10786177
1706764680000,42107.5,42116,42100,42103.5,614595,14.59555606
1706764740000,42103.5,42107.5,42100,42106,605308,14.37591483
1706764800000,42106,42143.5,42093,42143.5,858755,20.39659635
1706764860000,42143.5,42144,42105,42105,1345365,31.93903382
1706764920000,42105,42106.5,42090.5,42090.5,1157473,27.49406341
1706764980000,42090.5,42091,42081.5,42082.5,125052,2.97128348
1706765040000,42082.5,42086,42082.5,42084.5,295497,7.02144669
1706765100000,42084.5,42091,42066.5,42066.5,705163,16.75655701
1706765160000,42066.5,42068,42059.5,42064,656890,15.61659653
1706765220000,42064,42066,42046,42047.5,360247,8.56425935
1706765280000,42047.5,42047.5,42037,42037,362667,8.6260372
1706765340000,42037,42037.5,42014,42021.5,1047515,24.92669751
1706765400000,42021.5,42040,42014,42021.5,847456,20.16583086
1706765460000,42021.5,42034,42021.5,42034,633905,15.08253124
1706765520000,42034,42034,42025,42025,200199,4.76351947
1706765580000,42025,42026.5,42019.5,42019.5,200168,4.7633624
1706765640000,42019.5,42020.5,41999.5,41999.5,388581,9.24789727
1706765700000,41999.5,42017.5,41999.5,42016,413619,9.84549594
1706765760000,42016,42053,42016,42050.5,1023844,24.35317353
1706765820000,42050.5,42060,42028,42028,356967,8.4920775
1706765880000,42028,42029.5,42025.5,42029.5,269,0.00640039
1706765940000,42029.5,42029.5,42027.5,42027.5,112,0.00266488
1706766000000,42027.5,42059.5,42027.5,42059.5,957356,22.76865398
1706766060000,42059.5,42087.5,42059,42082,614003,14.59207816
1706766120000,42082,42092,42079,42084.5,461705,10.9711682
1706766180000,42084.5,42084.5,42078.5,42079.5,29487,0.70075324
1706766240000,42079.5,42079.5,42050,42050,400789,9.52775938
1706766300000,42050,42063.5,42050,42050,146,0.00347132
1706766360000,42050,42063.5,42050,42057.5,300284,7.14065879
1706766420000,42057.5,42063,42057.5,42059.5,100201,2.38233469
1706766480000,42059.5,42064,42059.5,42059.5,100163,2.38138438
1706766540000,42059.5,42064,42059.5,42060,90260,2.1459816
1706766600000,42060,42083.5,42060,42066.5,526606,12.51723042
1706766660000,42066.5,42074,42064,42068.5,263111,6.25461136
1706766720000,42068.5,42068.5,42058.5,42061,534001,12.69456622
1706766780000,42061,42078.5,42059.5,42068.5,664578,15.79681011
1706766840000,42068.5,42089.5,42068.5,42089.5,490098,11.64570708
1706766900000,42089.5,42094.5,42082,42092.5,612017,14.54133253
1706766960000,42092.5,42095.5,42083,42095.5,400180,9.50782224
1706767020000,42095.5,42105,42083,42105,36582,0.86902369
1706767080000,42105,42105,42099,42102,335245,7.96289359
1706767140000,42102,42103.5,42102,42102,100,0.0023751
1706767200000,42102,42117.5,42102,42113.5,951669,22.59820529
1706767260000,42113.5,42117,42111.5,42117,400187,9.5021458
1706767320000,42117,42122.5,42100,42103.5,1081368,25.67743976
1706767380000,42103.5,42110.5,42087.5,42088.5,676884,16.07871582
1706767440000,42088.5,42089.5,42084,42089.5,291384,6.92319708
1706767500000,42089.5,42098,42089.5,42093,294918,7.00609395
1706767560000,42093,42099,42093,42099,69556,1.65233806
1706767620000,42099,42118.5,42098.5,42117,487860,11.58598113
1706767680000,42117,42123.5,42105,42105,529452,12.56981364
1706767740000,42105,42119.5,42098.5,42098.5,377511,8.96644922
1706767800000,42098.5,42104.5,42098,42103.5,315450,7.4925804
1706767860000,42103.5,42117,42102.5,42114.5,402987,9.5692871
1706767920000,42114.5,42122,42112.5,42113.5,693641,16.47002486
1706767980000,42113.5,42149,42113,42149,955051,22.66520322
1706768040000,42149,42171.5,42143.5,42155,601035,14.25767934
