startTime,Open,High,Low,Close,Volume,Turnover
1700643900000,36552.5,36554.5,36552.5,36552.5,167858,4.59201822
1700643960000,36552.5,36567.5,36552.5,36556,1010492,27.63793614
1700644020000,36556,36564.5,36534,36541,950510,26.01211427
1700644080000,36541,36560.5,36541,36560.5,599475,16.40041001
1700644140000,36560.5,36566,36560,36563,332640,9.09740472
1700644200000,36563,36579,36563,36576.5,365205,9.9850792
1700644260000,36576.5,36583.5,36576.5,36583.5,65558,1.79203463
1700644320000,36583.5,36584.5,36582,36584.5,194201,5.30857859
1700644380000,36584.5,36584.5,36569.5,36569.5,526841,14.40436719
1700644440000,36569.5,36570,36560.5,36561.5,827641,22.63621644
1700644500000,36561.5,36569,36561.5,36562.5,540379,14.77831218
1700644560000,36562.5,36574,36559.5,36571.5,794307,21.72292633
1700644620000,36571.5,36571.5,36542,36542,590119,16.1438636
1700644680000,36542,36542,36534,36534,537433,14.70916652
1700644740000,36534,36534,36525,36525,261687,7.16440898
1700644800000,36525,36535.5,36524,36527,400131,10.95441191
1700644860000,36527,36535.5,36527,36535.5,100157,2.74143609
1700644920000,36535.5,36535.5,36520,36520,379620,10.39289716
1700644980000,36520,36522.5,36519,36520.5,245,0.00670853
1700645040000,36520.5,36522,36519,36520,60746,1.66329439
1700645100000,36520,36544.5,36520,36540,1039232,28.44328749
1700645160000,36540,36547.5,36531,36540,365239,9.99534942
1700645220000,36540,36545,36540,36545,266893,7.30334154
1700645280000,36545,36545,36526.5,36526.5,308540,8.4451004
1700645340000,36526.5,36533,36524.5,36525,133338,3.65056735
1700645400000,36525,36541,36524.5,36541,497514,13.6181337
1700645460000,36541,36542,36540.5,36540.5,127512,3.48951603
1700645520000,36540.5,36560,36540.5,36547.5,300151,8.2128192
1700645580000,36547.5,36566,36547.5,36566,529587,14.48421558
1700645640000,36566,36569,36558.5,36559.5,645152,17.64458532
1700645700000,36559.5,36570,36556,36570,389563,10.6543304
1700645760000,36570,36572,36567.5,36572,165896,4.53630931
1700645820000,36572,36581.5,36571.5,36579.5,433293,11.846269
1700645880000,36579.5,36614.5,36579.5,36612.5,924011,25.24818191
1700645940000,36612.5,36680.5,36612.5,36672,1154698,31.50961405
1700646000000,36672,36673.5,36647,36647,1135945,30.98187942
1700646060000,36647,36660.5,36645,36648.5,1153435,31.46879377
1700646120000,36648.5,36655.5,36642,36652,1109150,30.26567512
1700646180000,36652,36665,36652,36665,274681,7.49319753
1700646240000,36665,36689.5,36664.5,36681.5,468436,12.77296038
1700646300000,36681.5,36694,36681,36684,1477474,40.27110509
1700646360000,36684,36687.5,36679,36679,845623,23.0511969
1700646420000,36679,36679,36656.5,36656.5,932427,25.42949537
1700646480000,36656.5,36659,36654,36656,658767,17.97144383
1700646540000,36656,36656,36648.5,36648.5,289250,7.89162473
1700646600000,36648.5,36649,36644.5,36644.5,632037,17.24678675
1700646660000,36644.5,36645.5,36630.5,36634,999191,27.2706485
1700646720000,36634,36671.5,36634,36671.5,870320,23.74435225
1700646780000,36671.5,36671.5,36655.5,36666,826200,22.53548249
1700646840000,36666,36685.5,36656,36679,820349,22.36648233
