,filename,bankAccount,heldQuality,totalIncome
0,data/1min/1min_0.csv,2900.6163195570366,0.003164227014245049,221.91986059187641
1,data/1min/1min_1.csv,2384.1499540911636,0.003965649636667744,177.10565780678337
2,data/1min/1min_2.csv,2919.5639134416733,0.006856225166461047,262.3050324758992
3,data/1min/1min_3.csv,2585.660017929765,0.005712325247961341,218.14498289668856
4,data/1min/1min_4.csv,2737.575327274552,0.002831443994407764,202.53222389282382
5,data/1min/1min_5.csv,2394.4339453177545,0.005819662095597882,199.41355751138772
6,data/1min/1min_6.csv,2864.2425937989365,0.003341850331309018,218.52122797946768
7,data/1min/1min_7.csv,2368.937921050728,0.005293084352642771,189.90112070039623
8,data/1min/1min_8.csv,2679.422535760552,0.0028079860055551845,196.04176953364595
9,data/1min/1min_9.csv,2663.759170603608,0.0028583214478613774,194.11263964219043
10,data/1min/1min_10.csv,2791.012623503377,0.0030221441543683723,208.68472926303428
11,data/1min/1min_11.csv,2843.1548999242364,0.0030177138330504507,213.46207904894138
12,data/1min/1min_12.csv,2693.5508931642844,0.006627898169717749,233.2864694818919
13,data/1min/1min_13.csv,2432.701587449753,0.005926337201906658,199.53450782301704
14,data/1min/1min_14.csv,2933.7994343916644,0.003197052530743087,223.98660613698232
15,data/1min/1min_15.csv,3359.2153432898735,0.0037916067266649863,271.35277212731734
16,data/1min/1min_16.csv,2556.9613679763065,0.006219542794960951,214.54482876927167
17,data/1min/1min_17.csv,2454.7614317512707,0.005875242021827986,203.06761556989375
18,data/1min/1min_18.csv,2680.403157077184,0.006607314535120986,232.38928233098846
19,data/1min/1min_19.csv,2731.656661562795,0.006499565199373506,235.26186211457403
20,data/1min/1min_20.csv,2954.2541171154016,0.003227340995030299,226.81743483610038
21,data/1min/1min_21.csv,2438.0672361927136,0.007268011260089859,216.02640770684323
22,data/1min/1min_22.csv,2935.8935988275925,0.006603170078809475,260.52536481314695
23,data/1min/1min_23.csv,2728.603601310487,0.006660907752290378,237.35859598725168
24,data/1min/1min_24.csv,3219.004447007367,0.00806065909030422,298.1816859359217
25,data/1min/1min_25.csv,2659.9095373304604,0.006524557398098523,228.06559281855542
26,data/1min/1min_26.csv,3064.762097422939,0.0033652419074701166,238.56143566068621
27,data/1min/1min_27.csv,2532.817796736239,0.005915233361561864,211.12033995963967
28,data/1min/1min_28.csv,2069.610871265798,0.003962113443077276,145.4864990846695
29,data/1min/1min_29.csv,1116.737435673842,0.0026775507395140658,37.98991713316121
30,data/1min/1min_30.csv,1215.1523398866138,0.001195522375424266,33.705676770268774
31,data/1min/1min_31.csv,1318.048361691397,0.0012749284255057407,45.06115945902074
32,data/1min/1min_32.csv,1358.3836592209939,0.0005775264694867757,42.63466853869629
33,data/1min/1min_33.csv,1161.651142523917,0.002439549165274656,42.352210812115985
34,data/1min/1min_34.csv,1618.6199877870292,0.0015098909002849003,78.095439804026
35,data/1min/1min_35.csv,1488.6478848429722,0.0028894095199072144,79.18177340144766
36,data/1min/1min_36.csv,1310.4074655248353,0.002125127355594521,52.90618191419555
37,data/1min/1min_37.csv,1373.4357763094802,0.0011019704877194205,48.51078125792346
38,data/1min/1min_38.csv,590.3633129755597,0.0012855548795338441,-27.417391270332065
39,data/1min/1min_39.csv,1270.925722395184,0.01254558008110669,107.49280402630279
40,data/1min/1min_40.csv,1345.6637781112913,0.0013491039040279228,48.19833075418408
41,data/1min/1min_41.csv,1192.1450081319092,0.0026746797569903273,46.18837869446268
42,data/1min/1min_42.csv,1179.6866284820348,0.0024076801778377603,41.235882166783135
43,data/1min/1min_43.csv,1180.7632230256763,0.0026924045939155775,45.27943597788276
44,data/1min/1min_44.csv,1305.8546581043838,0.0013493458162435947,43.93332955930164
45,data/1min/1min_45.csv,1400.3378846487726,0.0013878797780023215,54.085932429172956
46,data/1min/1min_46.csv,1187.849977061679,0.0026290267829180663,46.054709463324706
47,data/1min/1min_47.csv,1239.735336423792,0.001901111467907406,42.902140083746076
48,data/1min/1min_48.csv,1276.1787399996697,0.0011066251799419162,38.833188211124295
49,data/1min/1min_49.csv,1208.0341735159457,0.0012920631227704895,33.52274514477183
50,data/1min/1min_50.csv,1407.8091729060811,0.002096206524524318,62.45894187430259
51,data/1min/1min_51.csv,1272.0646101694215,0.0013527092385426927,40.325508660562676
52,data/1min/1min_52.csv,1137.8509060143815,0.002656912911336637,39.26422119292866
53,data/1min/1min_53.csv,912.7055241034816,0.004914362343444764,42.524648753188146
54,data/1min/1min_54.csv,1090.1297535207266,0.002754712586961772,35.236186352396544
55,data/1min/1min_55.csv,1223.2039587335594,0.0012192352738780014,34.25792843989545
56,data/1min/1min_56.csv,1225.5707327613184,0.0030155206818731585,52.679712471499194
57,data/1min/1min_57.csv,1114.1334546931687,0.00257979371359031,36.47655735558944
58,data/1min/1min_58.csv,1079.9594916489223,0.0031598078863334664,38.84483757837722
59,data/1min/1min_59.csv,1299.3507630616284,0.0021569396944341856,50.83398854648983
60,data/1min/1min_60.csv,1310.711646157611,0.003066648175657958,60.742672371748476
61,data/1min/1min_61.csv,945.1346782620271,0.011296027211380268,103.19254562689228
62,data/1min/1min_62.csv,1256.9840679670365,0.0022412139323126387,48.040620245141874
63,data/1min/1min_63.csv,1060.9114946671293,0.002566527529478794,29.81869647674439
64,data/1min/1min_64.csv,1250.980527963246,0.0012918817152513203,37.43016186785642
65,data/1min/1min_65.csv,1121.10900526214,0.0026860429695439005,38.4166623484422
66,data/1min/1min_66.csv,1145.8195977665723,0.002608615152621793,40.21773389677501
67,data/1min/1min_67.csv,1330.3778871699633,0.0005255742747817054,38.19559069870782
68,data/1min/1min_68.csv,1135.786511637705,0.002606271133295547,39.45905383095194
69,data/1min/1min_69.csv,1413.9982732865253,0.0010789068695062863,52.06843607173502
70,data/1min/1min_70.csv,1678.8901870633115,1.551542258867058e-08,67.88941286090238
71,data/1min/1min_71.csv,1342.719220746857,0.0022693476578491216,55.21936256522781
72,data/1min/1min_72.csv,1142.7505576884266,0.002758688420624068,39.86464955855151
73,data/1min/1min_73.csv,1182.0732103307748,0.0028733577808161053,44.769071362608685
74,data/1min/1min_74.csv,1227.9357583555052,0.002992143668061333,50.20116301344213
75,data/1min/1min_75.csv,1205.407389452096,0.001353934231260347,32.96626726246672
76,data/1min/1min_76.csv,1174.3566521974114,0.0013070330851896177,29.22954756064114
77,data/1min/1min_77.csv,1162.2297250936099,0.002816334015075154,41.971587875587105
78,data/1min/1min_78.csv,1283.0264929019338,0.001339635213941596,40.55106801478278
79,data/1min/1min_79.csv,1065.4781553705848,0.0026464890651056857,30.358542304720842
80,data/1min/1min_80.csv,1127.9347436984053,0.0027694631271789273,37.566460515612405
81,data/1min/1min_81.csv,1171.9226698035263,0.0031826122860738153,47.32301227629927
82,data/1min/1min_82.csv,1222.0222014662077,0.003156908109007661,49.86210192531318
83,data/1min/1min_83.csv,1406.3757917935613,0.0030781207025309017,67.70349451671036
84,data/1min/1min_84.csv,1392.5787646275317,0.0035885829603652937,70.73477304130131
85,data/1min/1min_85.csv,1307.140774343418,0.003593879271242181,59.745973269326804
86,data/1min/1min_86.csv,1304.4795377911025,0.003599776141183524,59.28684037897383
87,data/1min/1min_87.csv,1351.7393304621137,0.002197694696255362,51.95102447268998
88,data/1min/1min_88.csv,1329.0108070249576,0.0038631954281559593,62.79158952899545
89,data/1min/1min_89.csv,1238.583799000655,0.003630187164626067,52.00140589382909
90,data/1min/1min_90.csv,1359.6664994283888,0.004000650771819752,67.18072742726953
91,data/1min/1min_91.csv,1420.2284274417157,0.004102169268627078,73.14333457522062
92,data/1min/1min_92.csv,1367.8251855993867,0.003687119489632249,63.99825364876119
93,data/1min/1min_93.csv,1477.3106137688367,0.004607103302769583,82.2576149484995
94,data/1min/1min_94.csv,1407.4105795400012,0.00228955474727764,56.890317886185585
95,data/1min/1min_95.csv,1548.8863902020028,0.0025103237898657007,72.09251553309738
96,data/1min/1min_96.csv,1458.7962518430702,0.0021452844683959023,60.60024541376945
97,data/1min/1min_97.csv,1573.9662903085996,0.00227846068214331,73.27715821629651
98,data/1min/1min_98.csv,1597.0232469624348,0.0023684840997333116,75.98020536848063
99,data/1min/1min_99.csv,1092.03535778844,0.010073728304082976,80.25404519395643
100,data/1min/1min_100.csv,1583.8958315819962,0.005096474548045019,94.39464689777326
101,data/1min/1min_101.csv,1861.8561847991698,0.002701145979478888,105.89642092137032
102,data/1min/1min_102.csv,1499.7884800708205,0.0034748160724551343,76.01095383629057
103,data/1min/1min_103.csv,1568.428809952335,0.004869189022753052,92.47195437197328
104,data/1min/1min_104.csv,1511.3706155794573,0.00482098060233823,85.16330160021884
